farm_id,crop_type,fertilizer_usage_kg_per_ha,fuel_consumption_liters_per_ha,water_consumption_m3_per_ha,electricity_consumption_kwh_per_ha
FARM-01667,Cotton,140.62,61.63,7000.39,279.94
FARM-01668,Wheat,129.97,58.07,3822.3,251.69
FARM-01669,Wheat,140.85,39.57,3437.63,223.02
FARM-01670,Sugarcane,238.45,101.86,17342.01,585.92
FARM-01671,Sugarcane,196.76,116.11,18639.41,509.29
FARM-01672,Rice,152.64,54.18,10359.15,348.08
FARM-01673,Maize,173.12,64.87,4988.91,328.24
FARM-01674,Soybean,49.7,52.58,3604.82,220.28
FARM-01675,Sugarcane,246.6,100.77,17495.87,586.55
FARM-01676,Sugarcane,216.97,124.48,16673.1,681.16
FARM-01677,Soybean,40.83,53.08,3294.85,278.91
FARM-01678,Wheat,134.35,60.34,3845.01,275.89
FARM-01679,Maize,186.8,58.96,5192.75,396.03
FARM-01680,Cotton,133.92,63.36,7642.41,247.39
FARM-01681,Cotton,127.55,51.65,7550.32,290.37
FARM-01682,Cotton,143.06,80.6,7740.32,385.32
FARM-01683,Soybean,42.19,33.63,4394.81,160.73
FARM-01684,Rice,152.86,71.43,11567.93,381.58
FARM-01685,Soybean,46.57,48.5,4307.02,278.02
FARM-01686,Maize,187.85,65.87,5192.4,396.05
FARM-01687,Maize,203.96,75.13,4792.95,353.25
FARM-01688,Soybean,52.7,44.81,4526.68,160.95
FARM-01689,Cotton,168.95,61.95,7241.73,490.45
FARM-01690,Maize,162.76,377.13148758513057,5044.73,300.56
FARM-01691,Rice,163.14,79.05,9260.42,420.71
FARM-01692,Cotton,142.25,73.73,8108.61,345.45
FARM-01693,Rice,152.03,68.39,9428.59,487.62
FARM-01694,Wheat,145.29,49.59,3941.88,183.36
FARM-01695,Soybean,48.29,60.38,4495.81,209.47
FARM-01696,Cotton,162.16,61.87,6480.36,306.25
FARM-01697,Cotton,162.42,45.15,6399.9,304.13
FARM-01698,Wheat,128.8,60.71,3851.03,292.2
FARM-01699,Maize,174.52,53.62,4746.33,217.27
FARM-01700,Sugarcane,214.82,114.49,19985.2,787.5
FARM-01701,Maize,160.65,66.29,4584.02,249.63
FARM-01702,Rice,145.65,95.49,10055.69,496.65
FARM-01703,Soybean,40.93,36.17,,182.83
FARM-01704,Wheat,131.04,44.39,3839.15,178.03
FARM-01705,Rice,132.33,83.69,10842.52,410.45
FARM-01706,Maize,186.09,,5437.25,264.25
FARM-01707,Soybean,46.58,53.79,3954.24,259.28
FARM-01708,Sugarcane,229.58,117.66,17037.17,671.04
FARM-01709,Sugarcane,211.72,104.54,16520.47,575.73
FARM-01710,Soybean,55.92,60.74,3820.88,204.23
FARM-01711,Wheat,122.5,67.4,,296.37
FARM-01712,Rice,130.23,84.67,8355.59,390.01
FARM-01713,Soybean,42.58,72.03,4831.88,245.63
FARM-01714,Rice,159.01,75.73,9584.54,563.58
FARM-01715,Rice,133.72,100.28,10300.65,543.92
FARM-01716,Sugarcane,225.67,91.13,15804.54,508.35
FARM-01717,Wheat,124.2,57.14,3561.22,219.06
FARM-01718,Cotton,142.51,85.99,8548.08,422.58
FARM-01719,Maize,200.69,68.27,,199.47
FARM-01720,Soybean,48.58,38.09,3758.72,189.57
FARM-01721,Maize,196.32,67.41,4434.56,261.51
FARM-01722,Sugarcane,223.49,129.9,18196.63,715.11
FARM-01723,Rice,150.38,84.61,26932.08746695345,436.1
FARM-01724,Soybean,46.06,,3936.97,233.44
FARM-01725,Maize,187.09,73.23,4885.72,307.48
FARM-01726,Rice,142.63,83.96,10694.29,520.8
FARM-01727,Rice,166.81,91.48,10394.28,528.88
FARM-01728,Maize,205.49,62.49,4734.08,222.01
FARM-01729,Sugarcane,198.73,81.3,17424.38,467.5
FARM-01730,Cotton,160.31,65.11,7687.01,444.19
FARM-01731,Cotton,172.61,79.5,7862.79,486.28
FARM-01732,Cotton,173.7,52.78,6940.96,345.08
FARM-01733,Rice,150.11,50.16,9844.09,353.57
FARM-01734,Sugarcane,219.64,104.22,15732.53,450.17
FARM-01735,Rice,143.12,100.06,10567.41,425.96
FARM-01736,Cotton,562.9766354006687,87.9,6722.69,519.72
FARM-01737,Cotton,155.28,71.47,6831.86,447.8
FARM-01738,Rice,156.03,83.26,9012.14,483.35
FARM-01739,Cotton,126.94,55.33,8227.22,377.52
FARM-01740,Soybean,56.54,47.1,4257.62,142.95
FARM-01741,Wheat,117.25,50.79,3588.77,194.24
FARM-01742,Sugarcane,239.46,94.81,19344.53,565.34
FARM-01743,Wheat,123.84,47.95,3748.3,156.98
FARM-01744,Maize,185.24,71.05,4557.14,337.86
FARM-01745,Soybean,53.51,73.33,3623.2,328.84
FARM-01746,Sugarcane,193.68,106.08,19136.25,568.56
FARM-01747,Maize,207.02,35.0,4266.26,142.0
FARM-01748,Soybean,41.77,48.19,3826.08,192.83
FARM-01749,Soybean,40.25,33.1,4652.82,186.82
FARM-01750,Soybean,47.01,49.06,4042.74,260.46
FARM-01751,Cotton,153.17,67.65,7369.99,421.67
FARM-01752,Rice,521.18502377478,71.99,11228.96,309.08
FARM-01753,Sugarcane,214.48,104.81,16359.9,541.72
FARM-01754,Cotton,141.73,71.03,8545.2,283.72
FARM-01755,Rice,166.76,57.66,9740.33,438.17
FARM-01756,Soybean,53.73,41.41,3440.57,160.85
FARM-01757,Maize,194.66,53.13,4765.95,268.13
FARM-01758,Rice,160.08,50.55,10511.68,294.3
FARM-01759,Rice,127.45,90.84,8431.07,491.92
FARM-01760,Sugarcane,241.59,93.54,16823.77,517.89
FARM-01761,Rice,139.3,60.42,11043.78,460.4
FARM-01762,Soybean,50.57,48.32,4618.96,144.79
FARM-01763,Sugarcane,221.79,77.54,17251.11,467.18
FARM-01764,Maize,216.52,74.46,5321.82,375.62
FARM-01765,Soybean,41.66,49.86,3554.12,233.22
FARM-01766,Wheat,119.57,56.26,3778.06,243.84
FARM-01767,Maize,208.17,51.51,4575.9,255.23
FARM-01768,Rice,162.32,89.08,9072.97,383.34
FARM-01769,Rice,144.4,104.49,9062.18,525.88
FARM-01770,Cotton,142.96,54.88,7492.7,350.48
FARM-01771,Soybean,40.63,72.52,4148.99,219.85
FARM-01772,Wheat,129.1,68.2,3262.95,292.2
FARM-01773,Cotton,163.07,59.47,8015.37,324.76
FARM-01774,Maize,181.96,66.35,4467.37,292.46
FARM-01775,Rice,170.79,80.76,8861.42,456.15
FARM-01776,Maize,189.85,62.28,4575.45,364.88
FARM-01777,Rice,169.28,63.84,10330.68,383.65
FARM-01778,Maize,166.09,72.89,4879.3,242.29
FARM-01779,Rice,484.3970596489074,84.94,9450.16,466.79
FARM-01780,Maize,159.3,72.17,4868.52,238.35
FARM-01781,Cotton,145.1,83.42,8186.7,385.91
FARM-01782,Cotton,129.12,87.88,7552.17,464.14
FARM-01783,Rice,146.27,88.04,10289.41,490.73
FARM-01784,Sugarcane,204.45,105.77,18461.27,642.13
FARM-01785,Cotton,136.5,69.69,8301.26,298.44
FARM-01786,Wheat,139.87,51.73,4233.83,223.83
FARM-01787,Sugarcane,215.14,110.37,18481.11,548.13
FARM-01788,Wheat,125.77,71.67,4288.28,271.47
FARM-01789,Cotton,151.98,46.4,7139.73,205.88
FARM-01790,Cotton,148.13,75.36,7761.24,423.8
FARM-01791,Maize,167.0,85.73,4465.41,345.8
FARM-01792,Wheat,132.69,56.45,3993.05,211.0
FARM-01793,Soybean,42.48,50.14,4538.51,190.02
FARM-01794,Cotton,150.5,68.22,7868.52,352.88
FARM-01795,Cotton,157.67,65.28,8142.12,309.21
FARM-01796,Soybean,45.16,63.73,3487.07,218.68
FARM-01797,Rice,160.84,101.5,10145.24,516.78
FARM-01798,Maize,177.2,60.23,4821.0,259.24
FARM-01799,Wheat,143.17,45.72,3874.06,216.08
FARM-01800,Rice,128.99,72.16,10586.54,394.46
FARM-01801,Sugarcane,188.45,103.53,18527.63,540.7
FARM-01802,Rice,163.67,87.3,10480.55,446.53
FARM-01803,Soybean,36.74,75.8,4146.4,226.26
FARM-01804,Rice,161.25,79.56,9616.28,500.03
FARM-01805,Wheat,121.75,50.69,3416.27,138.36
FARM-01806,Wheat,,66.32,3028.88,284.52
FARM-01807,Wheat,134.04,47.99,3706.43,238.99
FARM-01808,Maize,204.16,74.85,4540.93,326.1
FARM-01809,Cotton,158.94,55.51,7208.15,242.14
FARM-01810,Wheat,123.75,43.58,3254.28,220.74
FARM-01811,Cotton,145.3,60.22,8682.34,330.75
FARM-01812,Soybean,49.6,53.86,3700.02,257.62
FARM-01813,Wheat,112.26,50.13,3671.18,183.09
FARM-01814,Sugarcane,234.9,92.83,15488.03,556.55
FARM-01815,Rice,160.05,71.89,9310.08,289.15
FARM-01816,Maize,199.68,65.12,5269.67,296.49
FARM-01817,Wheat,117.7,78.46,3156.5,321.93
FARM-01818,Rice,141.19,57.96,10286.87,396.22
FARM-01819,Sugarcane,200.77,91.28,16443.14,589.97
FARM-01820,Maize,204.05,56.6,5549.41,192.54
FARM-01821,Sugarcane,196.52,82.1,16619.04,392.07
FARM-01822,Soybean,37.96,66.23,,240.32
FARM-01823,Wheat,137.45,57.03,3334.41,203.46
FARM-01824,Soybean,48.76,68.34,3574.19,275.94
FARM-01825,Sugarcane,215.3,99.8,17728.27,637.05
FARM-01826,Sugarcane,801.3906297523621,115.88,18385.9,634.86
FARM-01827,Cotton,161.7,50.39,7958.42,219.29
FARM-01828,Sugarcane,220.81,79.39,18441.29,422.05
FARM-01829,Maize,183.24,76.26,4384.55,250.13
FARM-01830,Maize,186.4,67.8,5629.73,384.2
FARM-01831,Cotton,163.47,45.19,7684.1,279.6
FARM-01832,Sugarcane,217.74,117.76,18462.9,606.77
FARM-01833,Soybean,53.26,60.3,4187.65,321.7
FARM-01834,Cotton,147.39,72.77,7262.92,401.1
FARM-01835,Cotton,138.97,69.01,6699.29,383.33
FARM-01836,Maize,194.09,58.6,4354.1,301.64
FARM-01837,Maize,197.87,235.09721498287777,4808.9,344.25
FARM-01838,Cotton,165.33,56.7,7233.85,319.74
FARM-01839,Rice,133.77,99.82,10799.36,379.83
FARM-01840,Rice,162.89,64.71,9917.73,486.84
FARM-01841,Wheat,117.34,50.01,4067.09,
FARM-01842,Rice,171.72,80.47,9158.27,557.76
FARM-01843,Maize,205.07,81.84,5125.0,390.01
FARM-01844,Rice,150.25,66.54,10476.89,401.25
FARM-01845,Sugarcane,218.58,104.13,16047.67,668.12
FARM-01846,Cotton,146.3,54.27,7392.89,276.09
FARM-01847,Wheat,130.25,47.28,4058.58,288.37
FARM-01848,Soybean,30.98,48.92,4100.81,166.6
FARM-01849,Soybean,55.44,43.03,3416.09,174.25
FARM-01850,Soybean,50.18,61.01,4015.89,210.14
FARM-01851,Wheat,120.77,52.9,3627.31,170.86
FARM-01852,Sugarcane,221.66,90.9,16743.28,385.93
FARM-01853,Wheat,129.32,51.18,3270.97,213.21
FARM-01854,Sugarcane,239.36,109.44,18222.64,597.56
FARM-01855,Soybean,39.92,35.42,3580.63,114.92
FARM-01856,Sugarcane,205.31,121.45,16642.79,552.41
FARM-01857,Wheat,130.17,60.14,3670.77,262.74
FARM-01858,Rice,159.85,88.74,9309.43,550.17
FARM-01859,Sugarcane,183.54,86.85,16837.67,424.17
FARM-01860,Maize,173.3,70.76,4775.44,223.61
FARM-01861,Rice,160.16,84.5,11500.02,451.57
FARM-01862,Sugarcane,189.76,130.01,18840.2,819.93
FARM-01863,Cotton,128.45,73.3,7401.66,353.78
FARM-01864,Rice,144.71,75.51,11225.21,393.72
FARM-01865,Maize,190.68,87.42,4755.96,388.4
FARM-01866,Rice,154.25,68.93,9896.59,302.02
FARM-01867,Rice,133.81,55.21,8689.85,289.42
FARM-01868,Sugarcane,204.82,90.99,17993.55,461.03
FARM-01869,Rice,143.1,84.72,8635.84,417.75
FARM-01870,Rice,168.58,66.46,10391.65,418.61
FARM-01871,Cotton,146.58,53.18,6918.34,322.63
FARM-01872,Sugarcane,229.69,95.81,17003.02,480.9
FARM-01873,Soybean,34.01,39.87,3928.41,143.91
FARM-01874,Maize,163.38,67.01,5720.96,270.84
FARM-01875,Sugarcane,202.93,108.31,18165.89,691.34
FARM-01876,Rice,154.22,77.85,11300.32,395.78
FARM-01877,Wheat,126.35,52.85,4234.17,225.02
FARM-01878,Cotton,163.84,74.94,7969.99,413.12
FARM-01879,Sugarcane,188.28,,15705.88,725.04
FARM-01880,Sugarcane,222.6,104.23,18558.82,752.75
FARM-01881,Soybean,34.85,76.89,4638.35,226.28
FARM-01882,Soybean,49.35,48.76,3662.24,
FARM-01883,Sugarcane,208.66,96.91,19388.41,558.33
FARM-01884,Rice,538.8665610002929,79.99,9891.86,554.27
FARM-01885,Maize,191.74,55.94,4633.1,251.78
FARM-01886,Wheat,113.73,43.63,3105.82,175.02
FARM-01887,Wheat,119.48,63.52,4225.33,315.95
FARM-01888,Maize,186.17,81.61,5166.63,343.88
FARM-01889,Maize,182.1,63.97,4709.14,373.87
FARM-01890,Sugarcane,211.1,107.14,16756.96,454.06
FARM-01891,Soybean,55.12,56.95,3786.36,221.89
FARM-01892,Wheat,111.73,55.21,3546.82,234.51
FARM-01893,Sugarcane,216.28,104.16,18504.46,562.42
FARM-01894,Cotton,172.74,78.13,7489.43,352.15
FARM-01895,Sugarcane,230.6,76.58,18345.56,381.36
FARM-01896,Soybean,58.18,42.11,4393.22,181.54
FARM-01897,Sugarcane,217.77,94.61,17079.32,544.64
FARM-01898,Maize,190.84,74.55,5223.87,207.71
FARM-01899,Wheat,123.46,44.39,3907.66,211.24
FARM-01900,Rice,158.48,95.02,11407.02,363.85
FARM-01901,Rice,149.42,64.71,9930.3,395.91
FARM-01902,Cotton,153.86,52.0,7968.93,351.2
FARM-01903,Cotton,175.58,79.28,7093.55,401.41
FARM-01904,Sugarcane,217.51,105.38,18058.6,510.04
FARM-01905,Soybean,48.53,49.22,3960.93,182.88
FARM-01906,Rice,134.93,86.89,10132.58,478.66
FARM-01907,Maize,200.65,78.52,5388.33,255.73
FARM-01908,Maize,176.32,68.68,5253.08,242.85
FARM-01909,Rice,168.87,85.63,10371.09,470.17
FARM-01910,Sugarcane,210.43,105.26,16784.76,647.91
FARM-01911,Soybean,53.11,76.34,3773.84,235.03
FARM-01912,Soybean,36.37,50.04,12805.188895691272,226.14
FARM-01913,Maize,171.76,71.15,5515.46,261.61
FARM-01914,Wheat,116.71,40.86,10298.16448017302,197.64
FARM-01915,Cotton,147.33,58.49,8394.18,260.58
FARM-01916,Rice,148.8,90.71,11209.54,527.2
FARM-01917,Sugarcane,233.58,119.39,15880.38,588.5
FARM-01918,Cotton,148.02,56.91,7183.08,291.19
FARM-01919,Cotton,124.79,87.44,8247.79,491.6
FARM-01920,Wheat,123.6,71.78,4308.09,316.64
FARM-01921,Sugarcane,206.36,95.88,17600.48,428.04
FARM-01922,Soybean,31.62,53.2,3504.03,231.57
FARM-01923,Rice,157.37,68.16,9471.59,474.64
FARM-01924,Wheat,131.01,57.0,4228.57,277.08
FARM-01925,Sugarcane,213.93,106.44,18325.2,612.74
FARM-01926,Wheat,131.28,48.63,4103.98,177.4
FARM-01927,Maize,202.08,58.0,4127.59,358.41
FARM-01928,Maize,211.49,57.56,5190.43,246.6
FARM-01929,Maize,194.69,67.69,5607.15,301.5
FARM-01930,Wheat,129.24,66.25,4386.11,208.65
FARM-01931,Wheat,137.83,59.44,3882.55,243.38
FARM-01932,Soybean,43.43,55.73,4354.92,355.15
FARM-01933,Soybean,33.32,87.54,,272.72
FARM-01934,Cotton,141.99,61.28,7540.89,314.61
FARM-01935,Rice,153.15,84.63,9329.05,533.61
FARM-01936,Rice,128.6,89.74,8664.59,619.94
FARM-01937,Soybean,46.23,60.56,3964.19,276.87
FARM-01938,Wheat,132.4,53.94,3585.9,199.09
FARM-01939,Maize,158.6,69.97,5528.83,383.9
FARM-01940,Sugarcane,228.39,103.76,18616.1,724.24
FARM-01941,Sugarcane,225.13,87.91,16395.22,437.02
FARM-01942,Wheat,131.2,41.85,4463.64,177.22
FARM-01943,Sugarcane,211.97,103.73,15985.44,521.01
FARM-01944,Rice,135.36,87.21,9228.7,406.19
FARM-01945,Maize,158.23,59.37,5882.63,263.79
FARM-01946,Wheat,140.41,51.13,4311.05,205.79
FARM-01947,Cotton,167.14,62.14,6954.05,339.28
FARM-01948,Sugarcane,219.2,93.9,17260.78,424.34
FARM-01949,Rice,145.69,55.62,9953.87,328.11
FARM-01950,Rice,143.77,70.67,8941.17,400.52
FARM-01951,Soybean,32.75,40.25,,190.37
FARM-01952,Sugarcane,242.46,109.07,16372.03,612.24
FARM-01953,Maize,183.99,49.93,5096.85,225.74
FARM-01954,Rice,132.2,71.68,10380.78,528.02
FARM-01955,Cotton,167.32,57.46,7279.33,270.34
FARM-01956,Cotton,168.58,85.84,7625.01,467.8
FARM-01957,Maize,180.15,81.09,5416.87,261.48
FARM-01958,Cotton,152.5,83.63,7440.21,392.84
FARM-01959,Wheat,135.74,68.71,3885.67,218.32
FARM-01960,Sugarcane,197.45,93.2,16814.04,559.94
FARM-01961,Maize,169.82,60.93,4925.07,254.67
FARM-01962,Maize,185.31,55.28,4167.65,284.05
FARM-01963,Maize,187.5,88.55,5421.24,404.71
FARM-01964,Rice,143.29,91.67,9601.83,545.74
FARM-01965,Soybean,55.42,59.55,3574.7,259.8
FARM-01966,Soybean,42.92,46.89,4059.29,210.7
FARM-01967,Sugarcane,224.28,61.21,17242.27,320.62
FARM-01968,Rice,,76.65,10848.03,491.89
FARM-01969,Soybean,55.1,67.08,3471.35,285.62
FARM-01970,Wheat,129.72,45.23,3993.9,226.75
FARM-01971,Cotton,153.71,56.69,21757.75233836312,259.75
FARM-01972,Rice,128.73,58.8,10736.94,258.0
FARM-01973,Soybean,57.91,40.63,4350.12,215.31
FARM-01974,Cotton,133.75,50.39,8101.97,219.47
FARM-01975,Rice,125.14,87.99,9111.48,366.0
FARM-01976,Maize,170.67,77.6,4954.96,402.63
FARM-01977,Rice,140.46,74.3,10164.74,344.8
FARM-01978,Cotton,156.36,81.07,7364.52,399.33
FARM-01979,Sugarcane,209.91,94.12,17228.18,563.8
FARM-01980,Maize,185.37,86.04,5287.65,357.0
FARM-01981,Soybean,54.31,64.91,3751.75,297.5
FARM-01982,Wheat,120.75,53.99,3545.37,252.3
FARM-01983,Soybean,39.86,57.08,3689.44,238.32
FARM-01984,Rice,165.56,84.62,10251.38,468.94
FARM-01985,Cotton,134.58,,7273.69,329.23
FARM-01986,Soybean,43.65,36.03,4182.97,179.17
FARM-01987,Wheat,125.0,60.33,3702.72,214.72
FARM-01988,Sugarcane,239.58,94.45,19133.83,499.83
FARM-01989,Wheat,109.17,48.16,3478.32,269.32
FARM-01990,Rice,144.72,65.42,9350.16,462.54
FARM-01991,Wheat,107.75,57.44,4357.94,231.21
FARM-01992,Sugarcane,235.27,119.23,18141.74,568.86
FARM-01993,Soybean,53.31,58.02,3877.83,201.11
FARM-01994,Cotton,160.76,63.19,6317.6,366.82
FARM-01995,Cotton,139.24,78.07,8834.87,419.36
FARM-01996,Maize,181.49,76.83,4815.16,378.31
FARM-01997,Wheat,133.6,59.38,4004.68,279.13
FARM-01998,Cotton,138.79,79.62,6547.79,350.8
FARM-01999,Rice,142.49,51.65,10040.56,358.25
FARM-02000,Soybean,50.5,48.53,3741.3,236.96
FARM-02001,Wheat,133.55,61.73,4173.65,
FARM-02002,Cotton,143.63,51.85,,346.47
FARM-02003,Wheat,117.85,62.62,4090.48,296.51
FARM-02004,Rice,134.86,97.85,11000.34,446.35
FARM-02005,Sugarcane,192.6,128.04,17636.8,676.47
FARM-02006,Cotton,130.71,57.68,7184.18,269.39
FARM-02007,Maize,179.07,91.58,5025.47,375.07
FARM-02008,Cotton,164.37,59.74,7428.28,330.5
FARM-02009,Maize,203.98,78.26,5718.5,334.22
FARM-02010,Cotton,135.22,70.16,7427.86,
FARM-02011,Wheat,441.9942447456521,59.28,3166.42,175.94
FARM-02012,Cotton,156.95,58.1,8249.06,252.87
FARM-02013,Wheat,109.83,40.59,4150.77,193.84
FARM-02014,Soybean,45.82,68.26,3783.22,308.39
FARM-02015,Sugarcane,243.68,83.84,16553.51,596.52
FARM-02016,Soybean,43.49,66.46,4468.9,
FARM-02017,Maize,185.23,73.2,4341.11,302.61
FARM-02018,Cotton,157.27,54.33,7519.43,372.1
FARM-02019,Wheat,107.07,53.43,4032.01,259.9
FARM-02020,Cotton,147.42,40.35,7903.63,232.42
FARM-02021,Sugarcane,209.23,103.98,18328.65,693.71
FARM-02022,Cotton,129.36,70.43,8095.19,436.89
FARM-02023,Soybean,37.86,42.92,4363.0,234.08
FARM-02024,Maize,190.53,79.87,4961.89,344.4
FARM-02025,Wheat,146.93,56.86,3694.95,301.82
FARM-02026,Soybean,52.59,48.63,3165.75,264.62
FARM-02027,Sugarcane,196.74,250.36492724215032,17163.54,413.72
FARM-02028,Rice,144.51,84.62,9227.92,497.01
FARM-02029,Wheat,405.27535149896016,61.1,3844.74,176.06
FARM-02030,Soybean,42.47,69.44,3995.58,317.46
FARM-02031,Wheat,114.76,47.9,3922.54,165.09
FARM-02032,Sugarcane,224.95,156.0,17594.51,573.37
FARM-02033,Sugarcane,231.19,107.44,15385.79,697.19
FARM-02034,Maize,182.85,70.44,5199.73,376.0
FARM-02035,Sugarcane,231.98,112.13,16741.27,488.39
FARM-02036,Cotton,131.3,53.93,7306.81,338.08
FARM-02037,Soybean,34.13,51.0,3115.79,195.81
FARM-02038,Wheat,133.31,60.12,3497.8,248.94
FARM-02039,Cotton,126.25,71.8,6764.88,364.33
FARM-02040,Rice,140.83,60.81,9772.95,395.38
FARM-02041,Maize,175.31,56.96,4748.37,263.8
FARM-02042,Rice,133.17,96.29,11894.53,497.2
FARM-02043,Rice,137.21,79.68,10008.37,612.55
FARM-02044,Soybean,49.03,60.93,3471.15,225.63
FARM-02045,Soybean,39.49,56.99,4252.15,203.89
FARM-02046,Soybean,55.19,50.51,4471.92,181.33
FARM-02047,Wheat,119.74,52.75,3739.38,310.76
FARM-02048,Wheat,115.37,61.58,4297.3,231.91
FARM-02049,Maize,161.73,91.28,4310.78,360.75
FARM-02050,Cotton,160.13,63.9,6679.36,905.7521828525548
FARM-02051,Cotton,150.99,65.38,7780.3,326.84
FARM-02052,Cotton,,66.19,8128.27,381.24
FARM-02053,Soybean,38.73,53.15,4733.06,182.16
FARM-02054,Wheat,125.77,58.53,3724.62,207.17
FARM-02055,Soybean,48.28,63.57,4681.57,236.55
FARM-02056,Cotton,151.62,46.13,6867.42,
FARM-02057,Wheat,122.93,43.96,3667.37,153.62
FARM-02058,Rice,149.82,52.28,9313.0,344.66
FARM-02059,Rice,162.5,75.69,10810.46,451.96
FARM-02060,Maize,422.5363390847632,72.63,4648.87,277.7
FARM-02061,Cotton,155.94,61.28,8123.85,358.0
FARM-02062,Maize,188.04,63.2,18852.02591466123,206.31
FARM-02063,Soybean,53.91,56.72,4287.13,176.7
FARM-02064,Rice,172.55,73.54,10865.71,411.9
FARM-02065,Maize,185.96,63.83,4667.78,331.85
FARM-02066,Sugarcane,226.76,109.52,17316.15,490.23
FARM-02067,Sugarcane,196.7,110.53,15979.4,490.05
FARM-02068,Wheat,106.85,61.64,3877.69,185.05
FARM-02069,Cotton,125.16,66.19,7814.31,334.5
FARM-02070,Cotton,158.05,80.0,7033.08,344.65
FARM-02071,Wheat,121.59,44.14,4526.1,252.31
FARM-02072,Rice,135.89,55.35,8876.79,386.54
FARM-02073,Maize,170.1,49.27,5197.31,195.88
FARM-02074,Wheat,108.48,,4482.3,237.85
FARM-02075,Maize,193.7,94.11,5162.27,343.56
FARM-02076,Cotton,143.03,78.73,8104.69,471.28
FARM-02077,Sugarcane,226.83,93.73,17436.22,1872.335863721858
FARM-02078,Maize,177.91,48.87,4607.98,220.19
FARM-02079,Maize,202.49,59.37,4636.72,223.9
FARM-02080,Wheat,138.23,53.58,3399.42,176.24
FARM-02081,Cotton,157.34,71.37,7716.06,272.64
FARM-02082,Soybean,49.43,59.06,4078.66,286.02
FARM-02083,Rice,135.86,69.2,11339.82,380.61
FARM-02084,Cotton,147.22,75.88,6719.86,421.47
FARM-02085,Maize,162.79,104.64,4220.98,327.92
FARM-02086,Maize,188.08,65.61,5466.16,380.04
FARM-02087,Rice,151.51,74.39,10298.09,456.9
FARM-02088,Rice,140.33,76.71,8629.03,422.87
FARM-02089,Wheat,128.96,39.23,4256.76,160.92
FARM-02090,Wheat,123.85,56.51,3088.84,180.48
FARM-02091,Rice,133.41,70.66,10057.92,348.57
FARM-02092,Rice,148.86,51.56,11238.45,331.46
FARM-02093,Wheat,112.22,55.44,3935.85,292.15
FARM-02094,Maize,191.62,49.66,4428.31,234.83
FARM-02095,Wheat,130.74,55.58,4783.4,254.53
FARM-02096,Cotton,124.12,44.45,6841.01,316.42
FARM-02097,Wheat,120.4,66.27,3537.75,217.28
FARM-02098,Rice,147.1,88.31,11313.42,450.58
FARM-02099,Wheat,132.68,75.96,3383.7,293.68
FARM-02100,Cotton,159.97,76.59,8606.4,447.66
FARM-02101,Soybean,54.93,73.29,3961.8,324.87
FARM-02102,Maize,196.61,77.43,4994.84,364.07
FARM-02103,Cotton,159.32,74.48,8467.6,318.99
FARM-02104,Wheat,121.33,43.85,3839.92,158.14
FARM-02105,Rice,152.54,101.61,10822.24,504.74
FARM-02106,Wheat,125.02,53.49,4750.26,257.29
FARM-02107,Soybean,48.63,66.88,4156.88,323.99
FARM-02108,Sugarcane,200.75,83.55,18332.08,479.4
FARM-02109,Maize,,63.84,4478.42,308.46
FARM-02110,Wheat,106.15,65.71,4769.05,223.57
FARM-02111,Sugarcane,229.39,93.13,17928.46,493.14
FARM-02112,Sugarcane,216.54,132.85,18170.73,773.31
FARM-02113,Rice,131.0,99.34,10571.07,507.48
FARM-02114,Rice,165.98,78.86,10590.01,443.59
FARM-02115,Soybean,43.98,35.55,4241.76,167.63
FARM-02116,Maize,192.73,61.43,4798.85,335.88
FARM-02117,Soybean,41.43,78.07,4607.02,319.14
FARM-02118,Rice,165.0,94.02,10965.18,602.04
FARM-02119,Rice,133.53,86.92,10140.83,437.99
FARM-02120,Sugarcane,227.59,91.75,17681.4,476.93
FARM-02121,Rice,377.661608190884,82.24,8754.95,500.1
FARM-02122,Cotton,139.82,75.41,6932.11,329.27
FARM-02123,Cotton,147.25,72.72,7758.26,305.41
FARM-02124,Sugarcane,215.25,84.09,15639.97,448.71
FARM-02125,Sugarcane,211.03,87.52,16298.17,496.35
FARM-02126,Rice,129.99,82.64,11517.38,480.46
FARM-02127,Maize,179.67,67.78,4922.35,228.72
FARM-02128,Sugarcane,227.32,69.59,15584.33,362.67
FARM-02129,Cotton,164.95,60.51,7332.53,277.66
FARM-02130,Cotton,162.35,49.82,7612.19,264.02
FARM-02131,Rice,139.09,97.38,9839.13,516.71
FARM-02132,Wheat,131.54,51.64,4034.89,196.89
FARM-02133,Rice,541.0386159895753,76.08,8092.41,454.82
FARM-02134,Cotton,132.62,60.85,7985.77,490.28
FARM-02135,Rice,137.34,64.91,10880.44,413.69
FARM-02136,Soybean,43.69,55.14,3511.62,229.19
FARM-02137,Rice,136.16,75.06,,463.58
FARM-02138,Cotton,153.63,53.75,8187.36,338.51
FARM-02139,Rice,136.47,93.42,9873.65,635.59
FARM-02140,Cotton,174.49,85.63,7969.49,522.18
FARM-02141,Sugarcane,236.84,103.69,18344.13,536.22
FARM-02142,Maize,207.45,80.71,5439.29,378.38
FARM-02143,Cotton,134.16,55.97,7040.12,355.22
FARM-02144,Maize,179.27,55.87,4345.4,309.72
FARM-02145,Rice,146.88,66.32,9458.85,356.97
FARM-02146,Rice,148.09,71.79,11002.16,423.14
FARM-02147,Sugarcane,229.26,97.19,18137.89,413.9
